TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T10794,C0000855,16/08/77,M,AHMEDABAD,1133.71,02/01/23,161900,1497.99
T3685,C0000295,08/04/93,M,AHMEDABAD,3328.75,02/01/23,165455,227.13
T7552,C0000600,27/09/97,M,JAIPUR,8879.47,02/01/23,190310,484.71
T8477,C0000676,23/07/67,M,JAIPUR,4004.66,02/01/23,193738,4881.08
T4072,C0000326,14/06/69,F,CHENNAI,36860.05,03/01/23,001026,258.19
T11120,C0000880,25/08/82,M,MUMBAI,20479.46,03/01/23,002210,265.21
T901,C0000075,10/08/77,M,HYDERABAD,26809.76,03/01/23,003108,64.44
T1449,C0000121,01/09/66,F,PUNE,21560.81,03/01/23,011448,495.92
T1798,C0000148,15/11/79,F,BANGALORE,29972.95,03/01/23,024449,629.91
T10023,C0000792,28/05/85,F,HYDERABAD,27620.24,03/01/23,033338,550.26
T2557,C0000206,15/08/68,F,HYDERABAD,17953.29,03/01/23,082243,4200.81
T11915,C0000943,06/08/91,F,BANGALORE,13897.08,03/01/23,084710,1532.31
T762,C0000064,02/07/69,M,DELHI,13130.74,03/01/23,091623,9701.9
T9426,C0000746,02/05/70,M,HYDERABAD,63303.4,03/01/23,095630,4293.87
T2060,C0000167,01/08/71,F,BANGALORE,16105.92,03/01/23,104319,9222.53
T8448,C0000674,08/11/84,M,MUMBAI,8179.42,03/01/23,132438,129.88
T1350,C0000112,28/03/73,M,JAIPUR,19178.48,03/01/23,140639,174.78
T11457,C0000905,28/09/65,M,DELHI,18081.5,03/01/23,144852,4687.94
T6220,C0000496,03/06/77,F,MUMBAI,17165.05,03/01/23,145440,2189.08
T8061,C0000642,22/07/77,M,HYDERABAD,168925.09,03/01/23,152206,125.86
T10219,C0000809,20/06/85,F,AHMEDABAD,108891.9,03/01/23,155437,130.94
T7105,C0000561,12/07/65,F,KOLKATA,100705.13,03/01/23,161446,2872.22
T5594,C0000447,20/10/67,M,KOLKATA,12245.14,03/01/23,174309,4587.67
T10298,C0000816,04/02/62,M,DELHI,3378.32,03/01/23,175751,617.59
T329,C0000030,04/02/96,F,KOLKATA,51930.4,03/01/23,181844,1779.48
T9956,C0000785,25/01/63,F,DELHI,10845.57,03/01/23,214126,4712.13
T1855,C0000152,05/12/87,F,MUMBAI,33925.51,04/01/23,010549,1098.62
T4653,C0000372,02/01/82,F,HYDERABAD,18289.37,04/01/23,070918,33377.25
T6148,C0000491,19/12/71,M,HYDERABAD,4591.01,04/01/23,081627,604.45
T6037,C0000483,03/11/64,M,CHENNAI,16219.77,04/01/23,084819,1824.45
T4830,C0000385,14/06/83,M,CHENNAI,32837.21,04/01/23,112105,1882.94
T5070,C0000405,14/03/69,F,PUNE,42601.72,04/01/23,120131,849.99
T1969,C0000161,02/07/91,F,HYDERABAD,38067.61,04/01/23,130918,3220.46
T7964,C0000633,01/08/88,F,PUNE,41346.35,04/01/23,133115,569.98
T3713,C0000297,29/02/80,F,BANGALORE,22426.91,04/01/23,133634,2835.55
T6282,C0000501,22/02/73,M,BANGALORE,11740.36,04/01/23,141633,1196.07
T8488,C0000677,20/02/64,M,JAIPUR,16398.48,04/01/23,153502,4484.82
T2550,C0000206,15/08/68,F,HYDERABAD,17953.29,04/01/23,155154,556.97
T6405,C0000512,11/08/93,M,DELHI,6087.55,04/01/23,183845,214.3
T11266,C0000891,02/12/69,F,PUNE,109408.54,04/01/23,203753,1285.76
T11170,C0000883,19/09/65,F,PUNE,2130.11,04/01/23,235714,5562.51
T233,C0000020,01/02/86,F,AHMEDABAD,52352.51,05/01/23,051900,26455.9
T10471,C0000830,18/02/86,M,DELHI,16308.32,05/01/23,072343,1523.8
T8270,C0000661,26/10/70,M,DELHI,25004.84,05/01/23,082446,633.01
T12087,C0000957,25/11/84,F,LUCKNOW,75826.64,05/01/23,085050,254.0
T1375,C0000115,31/03/68,M,JAIPUR,55971.1,05/01/23,091348,7287.21
T9807,C0000776,20/07/91,M,DELHI,362715.11,05/01/23,092317,528.08
T974,C0000082,27/06/95,M,CHENNAI,53298.31,05/01/23,100824,400.44
T6225,C0000497,23/02/99,M,PUNE,20311.3,05/01/23,103220,5594.68
T5709,C0000456,28/07/90,M,PUNE,25423.43,05/01/23,122446,11721.23
T5542,C0000443,27/09/77,F,PUNE,35821.73,05/01/23,122556,11915.62
T5305,C0000424,05/04/76,M,DELHI,14389.36,05/01/23,123406,1344.52
T11292,C0000893,29/07/71,M,DELHI,3019.03,05/01/23,172704,2369.14
T10387,C0000823,25/08/61,M,PUNE,34546.26,05/01/23,181751,13573.29
T4478,C0000357,12/04/83,F,MUMBAI,6725.51,05/01/23,184345,62.37
T10916,C0000864,21/08/95,M,LUCKNOW,7458.87,05/01/23,211705,310.0
T1176,C0000099,11/02/83,M,DELHI,75818.16,05/01/23,221217,6765.87
T2290,C0000186,21/04/68,F,DELHI,64407.03,05/01/23,221835,3236.81
T8914,C0000708,02/06/00,F,CHENNAI,14039.52,05/01/23,230238,510.38
T442,C0000038,16/03/72,F,PUNE,6648.34,06/01/23,022754,5880.3
T703,C0000059,12/01/97,M,CHENNAI,44369.6,06/01/23,025836,1316.87
T12335,C0000980,17/01/79,F,AHMEDABAD,12230.16,06/01/23,033137,3052.55
T5251,C0000420,24/11/72,M,CHENNAI,8756.81,06/01/23,034859,46449.58
T3832,C0000306,27/07/89,F,HYDERABAD,19716.03,06/01/23,072920,1820.63
T12265,C0000973,07/02/94,F,KOLKATA,52291.27,06/01/23,074004,4365.9
T7393,C0000586,13/04/92,F,JAIPUR,10095.61,06/01/23,080924,1246.72
T3793,C0000302,09/05/92,F,JAIPUR,52030.47,06/01/23,084216,6989.25
T9205,C0000731,19/06/87,F,MUMBAI,23386.4,06/01/23,091118,1320.32
T9780,C0000773,07/02/60,F,LUCKNOW,5465.34,06/01/23,111957,156.56
T8458,C0000675,07/10/92,F,PUNE,23491.82,06/01/23,122301,1581.53
T9315,C0000737,11/11/70,F,KOLKATA,24922.57,06/01/23,130405,2850.66
T11195,C0000886,20/07/90,F,BANGALORE,21786.83,06/01/23,163028,7246.9
T16,C0000002,24/09/92,F,JAIPUR,3924.85,06/01/23,181245,1757.01
T2238,C0000181,19/08/73,F,JAIPUR,49949.99,06/01/23,183036,1970.5
T1465,C0000122,15/03/76,F,AHMEDABAD,5672.69,06/01/23,194552,1428.9
T5586,C0000447,20/10/67,M,KOLKATA,12245.14,06/01/23,201557,2330.29
T3836,C0000306,27/07/89,F,HYDERABAD,19716.03,06/01/23,203038,12804.34
T2969,C0000241,01/08/65,F,LUCKNOW,27509.59,06/01/23,204543,2157.79
T4758,C0000379,30/06/88,F,LUCKNOW,11118.5,06/01/23,224338,2251.3
T11845,C0000935,06/01/73,M,KOLKATA,78339.53,06/01/23,224525,962.25
T11283,C0000892,14/11/71,M,HYDERABAD,27870.31,06/01/23,235235,60.43
T3071,C0000249,29/09/85,F,CHENNAI,30901.28,06/01/23,235436,35598.58
T2775,C0000226,17/07/96,F,PUNE,30766.34,07/01/23,000422,62.7
T2252,C0000182,10/11/86,M,JAIPUR,38739.15,07/01/23,033437,844.27
T11230,C0000888,25/07/81,F,DELHI,165678.83,07/01/23,071452,2259.62
T49,C0000004,07/03/85,F,LUCKNOW,50138.52,07/01/23,091503,397.27
T7562,C0000601,17/10/83,M,JAIPUR,26425.86,07/01/23,095913,3590.83
T10172,C0000805,01/04/98,F,AHMEDABAD,32130.3,07/01/23,104626,3390.47
T3126,C0000254,12/11/92,F,CHENNAI,6665.54,07/01/23,104917,367.82
T11466,C0000906,05/03/69,M,KOLKATA,13455.12,07/01/23,114129,817.63
T5905,C0000474,12/11/98,F,MUMBAI,31497.43,07/01/23,123136,4271.91
T10970,C0000868,06/10/93,M,AHMEDABAD,50107.27,07/01/23,191316,1835.98
T4185,C0000334,11/12/92,F,JAIPUR,8841.3,07/01/23,200642,1849.21
T11019,C0000872,04/11/86,M,PUNE,15781.92,07/01/23,201705,639.15
T2401,C0000194,20/05/91,M,HYDERABAD,5888.48,07/01/23,210734,3915.3
T1595,C0000133,30/11/88,F,KOLKATA,12887.8,07/01/23,233733,3685.22
T3428,C0000275,12/03/74,M,PUNE,52690.84,08/01/23,001957,277.42
T12292,C0000976,20/03/85,F,BANGALORE,15982.56,08/01/23,011836,3469.5
T4803,C0000382,15/11/94,M,KOLKATA,31809.19,08/01/23,013015,5222.06
T10249,C0000812,17/04/60,M,LUCKNOW,4136.46,08/01/23,020232,186.46
T12510,C0000993,27/02/76,M,JAIPUR,11372.78,08/01/23,041304,3465.44
T9907,C0000782,24/05/79,F,AHMEDABAD,49259.42,08/01/23,083614,6748.94
T2111,C0000171,02/06/66,F,JAIPUR,13304.0,08/01/23,091327,396.89
T3559,C0000286,28/11/66,M,BANGALORE,5587.33,08/01/23,122855,12248.65
T1005,C0000085,03/04/82,F,JAIPUR,15968.37,08/01/23,125809,816.87
T9046,C0000720,27/08/76,M,DELHI,26855.27,08/01/23,133830,697.43
T7487,C0000594,20/10/84,F,HYDERABAD,2772.89,08/01/23,135455,385.27
T6082,C0000485,13/12/78,M,CHENNAI,21672.01,08/01/23,154828,10023.31
T11320,C0000895,02/09/85,F,AHMEDABAD,80687.14,08/01/23,165124,6843.62
T10138,C0000801,20/05/80,M,LUCKNOW,7430.06,08/01/23,174106,26.09
T1675,C0000139,16/01/66,F,MUMBAI,4847.83,08/01/23,191520,4210.17
T9618,C0000762,25/01/74,F,LUCKNOW,25422.91,08/01/23,202753,880.11
T4252,C0000340,07/10/81,M,JAIPUR,21895.69,08/01/23,210225,1471.98
T1313,C0000108,23/04/82,M,DELHI,38416.03,08/01/23,222807,2458.84
T4239,C0000339,24/09/79,F,BANGALORE,49459.99,08/01/23,233247,16828.28
T6713,C0000532,11/01/66,F,PUNE,8663.67,09/01/23,002854,3128.88
T113,C0000010,09/06/97,F,LUCKNOW,48583.15,09/01/23,015722,8992.91
T4122,C0000330,11/06/88,M,LUCKNOW,35622.92,09/01/23,035011,519.9
T3490,C0000280,30/04/69,F,DELHI,24426.85,09/01/23,035713,478.48
T12098,C0000958,31/01/82,F,AHMEDABAD,72894.12,09/01/23,063129,1064.73
T7807,C0000621,03/07/79,F,PUNE,28588.7,09/01/23,074059,281.83
T1426,C0000119,01/10/65,M,DELHI,1246.05,09/01/23,102710,444.38
T9619,C0000762,25/01/74,F,LUCKNOW,25422.91,09/01/23,175209,37185.08
T9599,C0000760,09/07/64,M,DELHI,48106.63,09/01/23,185149,637.88
T10303,C0000817,06/10/82,M,LUCKNOW,19604.45,09/01/23,195611,4701.77
T3043,C0000248,28/01/60,F,MUMBAI,11757.73,09/01/23,215950,9207.72
T11667,C0000920,27/08/90,F,PUNE,6333.49,09/01/23,231514,9225.87
T11090,C0000877,08/11/85,F,JAIPUR,63956.84,10/01/23,003158,1232.54
T5674,C0000453,08/03/75,M,LUCKNOW,9200.48,10/01/23,004921,6359.56
T7947,C0000632,06/11/75,M,HYDERABAD,75392.27,10/01/23,060643,37.2
T12065,C0000955,12/06/96,F,CHENNAI,9075.51,10/01/23,063516,749.52
T11206,C0000887,24/01/62,M,KOLKATA,5939.35,10/01/23,073547,1084.76
T9928,C0000783,17/01/71,M,AHMEDABAD,37094.2,10/01/23,112034,6387.78
T6576,C0000524,28/07/62,F,PUNE,20666.2,10/01/23,120420,132.87
T9993,C0000789,30/12/76,F,AHMEDABAD,4572.29,10/01/23,121319,94.95
T617,C0000052,08/05/82,F,AHMEDABAD,12410.99,10/01/23,122302,20.56
T4422,C0000353,13/03/96,F,JAIPUR,8309.82,10/01/23,134101,33.77
T8202,C0000655,02/03/98,M,CHENNAI,39819.57,10/01/23,144558,1497.86
T343,C0000031,22/07/00,F,CHENNAI,32915.92,10/01/23,163258,4623.5
T10441,C0000828,09/12/79,F,BANGALORE,22141.42,10/01/23,163720,5663.76
T6383,C0000510,09/05/79,M,DELHI,11692.79,10/01/23,180627,169.57
T5572,C0000446,26/10/86,F,LUCKNOW,34424.94,10/01/23,182440,1467.77
T1502,C0000125,17/06/00,M,PUNE,4613.81,10/01/23,191743,560.61
T12346,C0000980,17/01/79,F,AHMEDABAD,12230.16,10/01/23,200436,10629.32
T6461,C0000515,21/02/93,F,JAIPUR,15644.13,10/01/23,210323,1137.57
T11626,C0000917,04/06/78,M,BANGALORE,10176.65,11/01/23,031402,674.84
T6236,C0000498,16/01/73,M,BANGALORE,1821.09,11/01/23,085808,395.15
T5882,C0000472,25/09/66,F,PUNE,7801.01,11/01/23,114624,3300.12
T2333,C0000189,14/06/77,F,DELHI,17069.43,11/01/23,115147,96556.97
T10953,C0000867,27/07/68,M,CHENNAI,53629.63,11/01/23,124049,2961.53
T6242,C0000498,16/01/73,M,BANGALORE,1821.09,11/01/23,155300,234.65
T8006,C0000638,18/09/95,F,BANGALORE,7075.29,11/01/23,161027,1447.06
T3762,C0000300,10/12/99,M,KOLKATA,27074.88,11/01/23,171855,1667.2
T5536,C0000442,09/03/84,F,CHENNAI,51592.11,11/01/23,200149,2792.33
T4961,C0000397,03/04/75,F,CHENNAI,70421.9,11/01/23,222701,282.19
T9171,C0000728,24/07/83,M,MUMBAI,7192.18,12/01/23,004438,12323.98
T11509,C0000909,14/08/87,M,MUMBAI,43911.88,12/01/23,034440,1421.69
T2428,C0000196,01/03/83,M,LUCKNOW,7060.8,12/01/23,053607,9096.9
T4873,C0000388,25/01/61,F,MUMBAI,33654.08,12/01/23,064112,7178.25
T7699,C0000611,07/07/94,M,CHENNAI,53231.05,12/01/23,083833,736.86
T2396,C0000194,20/05/91,M,HYDERABAD,5888.48,12/01/23,090141,996.96
T6123,C0000488,15/04/81,F,AHMEDABAD,17751.28,12/01/23,094129,3049.14
T2490,C0000201,28/11/73,M,HYDERABAD,40638.4,12/01/23,161231,238.64
T8181,C0000654,06/08/00,M,HYDERABAD,6342.0,12/01/23,163413,3164.52
T4847,C0000386,14/07/62,M,MUMBAI,22324.73,12/01/23,165753,224.97
T9690,C0000767,06/09/92,M,HYDERABAD,17575.78,12/01/23,171448,493.79
T1359,C0000113,09/05/95,F,JAIPUR,32685.0,12/01/23,183447,439.36
T5098,C0000407,08/01/63,M,KOLKATA,33889.56,12/01/23,185017,530.9
T3989,C0000320,13/01/88,F,LUCKNOW,44508.16,12/01/23,194925,816.17
T2761,C0000224,04/05/68,M,BANGALORE,37929.31,13/01/23,003337,91.62
T12362,C0000982,14/09/86,F,DELHI,13517.31,13/01/23,004847,843.0
T2909,C0000238,03/05/89,F,MUMBAI,12054.33,13/01/23,010456,379.39
T5707,C0000456,28/07/90,M,PUNE,25423.43,13/01/23,014417,167.87
T7377,C0000585,10/05/76,M,DELHI,67573.22,13/01/23,022430,12779.83
T6580,C0000524,28/07/62,F,PUNE,20666.2,13/01/23,022746,701.56
T11599,C0000916,06/06/67,F,MUMBAI,14140.26,13/01/23,040315,866.23
T9268,C0000734,12/08/90,M,JAIPUR,15192.21,13/01/23,045855,693.5
T194,C0000018,28/11/78,F,DELHI,63183.73,13/01/23,053838,6023.05
T5491,C0000439,20/11/73,F,DELHI,48915.55,13/01/23,073544,2008.03
T5619,C0000449,04/09/83,M,LUCKNOW,23140.24,13/01/23,074017,5686.39
T4018,C0000322,23/05/97,F,BANGALORE,120503.73,13/01/23,083258,681.28
T5786,C0000464,06/03/98,F,PUNE,83495.79,13/01/23,091304,4963.72
T3254,C0000261,23/09/62,M,PUNE,20992.31,13/01/23,100545,2105.18
T4104,C0000328,11/12/00,F,PUNE,77296.47,13/01/23,112132,38.64
T11532,C0000911,26/12/88,M,DELHI,11535.26,13/01/23,115048,426.75
T11698,C0000922,11/11/64,F,PUNE,15570.54,13/01/23,140142,1577.25
T8541,C0000681,13/11/77,M,HYDERABAD,73609.97,13/01/23,140315,826.42
T933,C0000078,01/08/91,F,KOLKATA,39049.4,13/01/23,143120,7911.65
T1177,C0000099,11/02/83,M,DELHI,75818.16,13/01/23,143225,1356.38
T575,C0000048,28/02/61,M,AHMEDABAD,6344.51,13/01/23,145135,18454.01
T3540,C0000283,23/11/78,M,DELHI,25834.41,13/01/23,170059,1025.22
T4963,C0000397,03/04/75,F,CHENNAI,70421.9,13/01/23,203406,726.13
T11670,C0000920,27/08/90,F,PUNE,6333.49,13/01/23,221912,2340.41
T8206,C0000656,09/03/67,M,AHMEDABAD,25149.61,13/01/23,224219,1343.65
T6872,C0000545,21/10/75,F,LUCKNOW,24280.63,13/01/23,225225,3544.11
T5728,C0000458,24/12/67,F,PUNE,16229.0,14/01/23,031455,356.67
T1451,C0000121,01/09/66,F,PUNE,21560.81,14/01/23,070242,167.1
T8340,C0000666,15/01/88,M,KOLKATA,21605.04,14/01/23,071525,193.72
T7397,C0000587,05/06/96,F,BANGALORE,8699.96,14/01/23,082749,18655.91
T11804,C0000932,10/05/98,M,KOLKATA,14698.27,14/01/23,120341,831.05
T2215,C0000180,12/12/82,M,HYDERABAD,4931.86,14/01/23,122300,967.62
T11800,C0000931,19/12/94,F,KOLKATA,8421.37,14/01/23,142013,78.52
T2091,C0000170,04/06/74,M,MUMBAI,14461.4,14/01/23,171028,2111.4
T12420,C0000986,14/10/80,M,BANGALORE,34694.33,14/01/23,172607,1283.84
T4788,C0000381,12/04/88,F,LUCKNOW,48756.82,14/01/23,183004,347.52
T5456,C0000436,26/11/61,F,PUNE,88650.41,14/01/23,210323,3207.48
T8855,C0000704,08/06/99,M,AHMEDABAD,48201.99,14/01/23,233401,463.17
T6914,C0000548,19/09/84,M,LUCKNOW,47075.13,15/01/23,000300,1045.17
T1488,C0000125,17/06/00,M,PUNE,4613.81,15/01/23,014433,4124.35
T11881,C0000940,13/09/93,F,PUNE,45563.88,15/01/23,020144,9389.84
T11105,C0000878,15/03/00,M,PUNE,206276.15,15/01/23,022720,24.9
T204,C0000018,28/11/78,F,DELHI,63183.73,15/01/23,023241,66.63
T5377,C0000430,01/02/66,M,CHENNAI,25254.17,15/01/23,030216,34.59
T2702,C0000220,30/04/99,M,JAIPUR,18479.85,15/01/23,062800,3352.66
T7583,C0000602,03/12/83,M,HYDERABAD,45373.11,15/01/23,063439,1188.97
T10143,C0000802,29/09/80,M,DELHI,7208.81,15/01/23,082519,4344.47
T11653,C0000919,21/01/65,M,MUMBAI,17447.0,15/01/23,083318,1637.14
T765,C0000064,02/07/69,M,DELHI,13130.74,15/01/23,102602,583.89
T6663,C0000529,24/08/64,M,LUCKNOW,43776.74,15/01/23,103051,1153.05
T11523,C0000910,03/12/87,F,HYDERABAD,6494.45,15/01/23,104330,98.0
T10678,C0000845,27/05/94,F,DELHI,16157.75,15/01/23,110157,175.19
T8674,C0000691,05/02/77,M,HYDERABAD,90560.16,15/01/23,131736,5804.37
T8977,C0000714,05/06/76,M,BANGALORE,4800.15,15/01/23,142429,2269.02
T5560,C0000445,22/10/61,M,CHENNAI,69748.28,15/01/23,144444,795.34
T7010,C0000555,23/03/73,F,KOLKATA,4756.73,15/01/23,152140,1890.33
T5352,C0000428,01/10/98,F,AHMEDABAD,9546.29,15/01/23,161644,3124.29
T603,C0000051,24/02/69,F,LUCKNOW,139938.19,15/01/23,163506,208.56
T2150,C0000174,17/11/63,F,JAIPUR,162051.18,15/01/23,202945,13517.48
T7445,C0000590,28/03/61,M,JAIPUR,23386.29,15/01/23,205631,671.88
T3002,C0000245,25/02/94,F,AHMEDABAD,18530.96,15/01/23,215621,2125.92
T7120,C0000563,09/10/61,F,DELHI,9523.33,16/01/23,075335,794.2
T7516,C0000598,08/04/82,F,CHENNAI,3190.51,16/01/23,081004,163.45
T11393,C0000900,25/12/63,M,BANGALORE,42451.44,16/01/23,084530,5941.11
T9839,C0000778,17/08/91,M,LUCKNOW,67656.81,16/01/23,105107,1920.77
T11434,C0000903,13/09/82,M,PUNE,1938.9,16/01/23,130054,694.41
T1895,C0000155,17/05/83,F,LUCKNOW,3755.3,16/01/23,145319,1384.07
T6483,C0000516,08/09/91,F,JAIPUR,3128.78,16/01/23,182425,1088.27
T3345,C0000269,22/07/93,F,AHMEDABAD,8321.69,16/01/23,202712,1985.71
T9934,C0000784,17/07/98,F,MUMBAI,182775.16,17/01/23,020820,3372.48
T400,C0000036,13/03/89,M,PUNE,63476.47,17/01/23,043503,1225.55
T11067,C0000875,18/10/79,F,AHMEDABAD,9581.7,17/01/23,045434,3590.36
T12414,C0000986,14/10/80,M,BANGALORE,34694.33,17/01/23,060200,6378.98
T471,C0000040,08/09/61,M,HYDERABAD,9176.32,17/01/23,092426,1645.31
T9055,C0000721,05/01/80,M,JAIPUR,435.98,17/01/23,113113,11862.07
T9569,C0000758,19/10/92,F,KOLKATA,40098.1,17/01/23,113501,1350.13
T7777,C0000619,08/11/91,F,AHMEDABAD,9534.0,17/01/23,130019,4203.59
T1027,C0000087,21/05/66,F,DELHI,27376.3,17/01/23,144705,2306.58
T9820,C0000776,20/07/91,M,DELHI,362715.11,17/01/23,163109,2321.97
T5771,C0000463,25/04/76,F,LUCKNOW,32658.92,17/01/23,201437,26.27
T2786,C0000227,27/04/95,M,HYDERABAD,20057.61,17/01/23,211033,159.06
T9329,C0000738,11/04/74,M,AHMEDABAD,17631.2,17/01/23,220823,724.51
T9634,C0000763,17/10/88,M,HYDERABAD,15378.33,17/01/23,221311,541.65
T9587,C0000759,01/07/82,M,PUNE,10149.68,17/01/23,224925,399.37
T6799,C0000540,19/12/88,F,BANGALORE,71557.23,17/01/23,231832,1126.73
T10484,C0000831,19/04/00,M,HYDERABAD,7108.26,17/01/23,232838,871.09
T5112,C0000409,01/06/82,M,MUMBAI,36482.28,18/01/23,002031,358.2
T6255,C0000499,13/09/67,M,BANGALORE,8092.44,18/01/23,003004,1898.16
T9658,C0000765,17/10/82,F,PUNE,78623.69,18/01/23,003026,1118.93
T6726,C0000534,29/11/65,M,BANGALORE,45214.3,18/01/23,012852,43414.76
T781,C0000065,08/07/61,M,MUMBAI,43252.9,18/01/23,013940,2295.43
T4727,C0000377,25/09/71,M,AHMEDABAD,7174.22,18/01/23,020936,1232.96
T3163,C0000256,12/10/92,M,AHMEDABAD,43567.62,18/01/23,032158,157.76
T3648,C0000293,03/01/81,F,PUNE,32477.8,18/01/23,043934,1936.68
T1752,C0000144,17/01/71,M,DELHI,9802.54,18/01/23,044846,629.54
T1801,C0000148,15/11/79,F,BANGALORE,29972.95,18/01/23,055424,5937.69
T9354,C0000742,09/06/76,M,JAIPUR,8260.46,18/01/23,061757,12072.49
T7740,C0000616,02/04/99,F,MUMBAI,12623.08,18/01/23,062638,4598.82
T4386,C0000349,28/04/60,F,PUNE,71988.14,18/01/23,083920,1696.67
T5481,C0000439,20/11/73,F,DELHI,48915.55,18/01/23,095555,210.91
T700,C0000058,21/04/60,F,PUNE,26549.52,18/01/23,134435,1447.01
T11782,C0000930,31/01/67,M,LUCKNOW,587785.99,18/01/23,144122,4038.17
T2241,C0000181,19/08/73,F,JAIPUR,49949.99,18/01/23,164636,6338.42
T4972,C0000397,03/04/75,F,CHENNAI,70421.9,18/01/23,171630,526.72
T9678,C0000766,25/11/97,F,HYDERABAD,61556.99,18/01/23,173606,457.29
T4916,C0000392,18/11/61,M,LUCKNOW,38313.96,18/01/23,175925,305.67
T8565,C0000682,24/03/66,M,MUMBAI,23597.74,18/01/23,191431,1949.22
T4080,C0000326,14/06/69,F,CHENNAI,36860.05,18/01/23,192130,3906.21
T11738,C0000926,13/04/84,M,JAIPUR,40798.24,18/01/23,195939,665.43
T4787,C0000381,12/04/88,F,LUCKNOW,48756.82,18/01/23,225508,874.87
T4093,C0000327,19/06/67,F,LUCKNOW,11289.8,19/01/23,003010,39.35
T9331,C0000738,11/04/74,M,AHMEDABAD,17631.2,19/01/23,003341,1515.5
T11683,C0000922,11/11/64,F,PUNE,15570.54,19/01/23,012238,3974.12
T8678,C0000691,05/02/77,M,HYDERABAD,90560.16,19/01/23,015241,4735.3
T8711,C0000694,17/06/77,F,JAIPUR,41643.81,19/01/23,061622,2794.17
T4930,C0000394,08/04/73,M,CHENNAI,18147.62,19/01/23,061927,1503.36
T6346,C0000507,01/03/00,M,AHMEDABAD,276489.4,19/01/23,070100,1150.8
T5022,C0000402,15/01/90,M,LUCKNOW,10835.35,19/01/23,072530,956.6
T11360,C0000898,26/10/65,F,MUMBAI,34643.81,19/01/23,073413,6402.96
T2806,C0000229,19/06/95,M,CHENNAI,1829.27,19/01/23,083505,1198.08
T719,C0000060,29/01/64,F,MUMBAI,129417.73,19/01/23,122855,980.78
T4243,C0000339,24/09/79,F,BANGALORE,49459.99,19/01/23,125559,250.43
T9751,C0000772,19/05/78,F,MUMBAI,14599.46,19/01/23,140248,64.2
T4049,C0000324,30/06/88,M,KOLKATA,12129.2,19/01/23,140556,213.11
T3818,C0000304,03/12/82,M,CHENNAI,15173.78,19/01/23,151839,892.51
T10691,C0000846,07/10/62,F,JAIPUR,11728.39,19/01/23,151845,11336.03
T12262,C0000972,20/04/97,F,CHENNAI,54081.34,19/01/23,162727,10967.4
T1383,C0000116,31/01/65,F,KOLKATA,173079.03,19/01/23,165132,5095.4
T11076,C0000876,01/09/99,M,DELHI,9653.15,19/01/23,170324,23.84
T1196,C0000100,14/01/89,M,CHENNAI,10036.77,19/01/23,174138,945.45
T10978,C0000869,07/02/91,F,MUMBAI,23657.15,19/01/23,185243,5163.97
T9286,C0000736,09/12/79,F,MUMBAI,132524.77,19/01/23,191743,2713.91
T7958,C0000633,01/08/88,F,PUNE,41346.35,19/01/23,212903,9722.9
T9635,C0000763,17/10/88,M,HYDERABAD,15378.33,19/01/23,215220,10381.9
T7894,C0000628,24/04/99,F,PUNE,11681.07,20/01/23,002314,1484.75
T7638,C0000607,19/06/86,M,MUMBAI,8208.73,20/01/23,023448,380.82
T10665,C0000843,09/04/00,F,PUNE,73681.22,20/01/23,043414,647.11
T3966,C0000318,04/05/66,F,LUCKNOW,13046.42,20/01/23,044800,4720.42
T6759,C0000537,09/09/87,F,HYDERABAD,62772.75,20/01/23,052443,584.97
T4719,C0000376,08/03/98,F,CHENNAI,7560.9,20/01/23,102351,922.73
T3641,C0000292,10/06/61,F,HYDERABAD,15577.35,20/01/23,130608,4151.63
T11149,C0000882,11/07/77,F,AHMEDABAD,254889.91,20/01/23,162037,2094.2
T5412,C0000433,21/05/91,M,KOLKATA,93378.11,20/01/23,172959,3234.07
T6585,C0000524,28/07/62,F,PUNE,20666.2,20/01/23,181337,31.46
T3080,C0000250,15/08/66,F,PUNE,8918.93,20/01/23,225042,3835.78
T5458,C0000436,26/11/61,F,PUNE,88650.41,20/01/23,230235,112.12
T8209,C0000656,09/03/67,M,AHMEDABAD,25149.61,20/01/23,232304,2224.05
T10514,C0000833,14/04/00,M,CHENNAI,13154.65,21/01/23,005333,727.98
T10594,C0000839,15/03/84,M,PUNE,20294.92,21/01/23,072227,41.69
T1459,C0000122,15/03/76,F,AHMEDABAD,5672.69,21/01/23,073325,1481.56
T3893,C0000311,22/11/97,M,AHMEDABAD,32721.87,21/01/23,074312,256.05
T11005,C0000871,30/01/87,F,LUCKNOW,7121.94,21/01/23,074347,111.3
T11280,C0000892,14/11/71,M,HYDERABAD,27870.31,21/01/23,084033,1912.71
T8579,C0000684,23/01/83,F,HYDERABAD,27421.2,21/01/23,092846,2742.45
T10130,C0000801,20/05/80,M,LUCKNOW,7430.06,21/01/23,104215,595.54
T9858,C0000779,06/09/80,F,BANGALORE,24483.88,21/01/23,113007,333.72
T6076,C0000485,13/12/78,M,CHENNAI,21672.01,21/01/23,124355,696.22
T2322,C0000188,04/12/93,F,HYDERABAD,13451.92,21/01/23,142902,150.85
T5025,C0000403,01/03/92,F,LUCKNOW,18442.33,21/01/23,172500,1064.07
